"ID","PURPOSE","AGE","GENDER","INCOME","GA","AV.TRAIN","AV.SM","AV.CAR","TT.TRAIN","TT.SM","TT.CAR","CO.TRAIN","CO.SM","CO.CAR","CHOICE","Pur2_D1","Pur3_D2","Pur4_D3","Pur5_D4","Age2_D5","Age3_D6","Age4_D7","Age5_D8","Gen1_D9","Inc2_D10","Inc3_D10","Inc4_D10","q1a","q1b","q1c","q1d","q2a","q2b","q2c","q2d","Pro_Car","Env_Con"
7,"1","3","1","1",0,1,1,1,0.8,0.29,1.17,0.42,0.46,1.82,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,1.01,0.36,1.17,0.42,0.56,1.12,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,0.8,0.32,0.72,0.35,0.49,1.12,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,1.01,0.32,0.9,0.31,0.38,1.82,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,0.87,0.29,0.9,0.31,0.46,1.12,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,0.8,0.36,0.72,0.42,0.56,1.4,"TRAIN",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,0.8,0.36,0.9,0.31,0.4,1.4,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
7,"1","3","1","1",0,1,1,1,1.01,0.29,0.72,0.35,0.43,1.4,"SM",0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,5,5,5,5,3,-1.09072527453487,0.869419797345417
8,"1","4","1","3",0,1,1,1,1.09,0.56,1.3,0.26,0.34,0.3,"SM",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1,0.53,1.3,0.26,0.32,0.39,"SM",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1.26,0.6,1.3,0.26,0.4,0.24,"SM",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1,0.56,0.8,0.22,0.35,0.24,"CAR",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1.26,0.56,1,0.2,0.24,0.39,"SM",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1.09,0.53,1,0.2,0.32,0.24,"CAR",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1,0.6,0.8,0.26,0.4,0.3,"CAR",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1,0.6,1,0.2,0.26,0.3,"SM",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
8,"1","4","1","3",0,1,1,1,1.26,0.53,0.8,0.22,0.28,0.3,"SM",0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,5,5,5,4,1,-1.09072527453487,0.928835175557698
9,"1","2","1","2",0,1,1,1,1.16,0.53,0.6,0.24,0.28,0.32,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.16,0.46,0.78,0.22,0.32,0.4,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.16,0.49,0.78,0.24,0.36,0.52,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,0.95,0.46,0.48,0.22,0.32,0.52,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.02,0.46,0.78,0.24,0.29,0.32,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.02,0.46,0.48,0.29,0.32,0.32,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.02,0.49,0.48,0.22,0.25,0.4,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.02,0.49,0.6,0.24,0.36,0.4,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
9,"1","2","1","2",0,1,1,1,1.16,0.49,0.48,0.29,0.35,0.52,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,4,5,5,4,2,-0.988382634759184,0.765981153371362
10,"1","2","0","1",0,1,1,0,1.31,0.59,0,0.42,0.46,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.1,0.62,0,0.31,0.38,0,"TRAIN",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.31,0.66,0,0.31,0.4,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.17,0.66,0,0.31,0.4,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.17,0.66,0,0.35,0.42,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.1,0.66,0,0.35,0.42,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.1,0.62,0,0.42,0.49,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.1,0.59,0,0.35,0.43,0,"SM",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
10,"1","2","0","1",0,1,1,0,1.17,0.66,0,0.42,0.56,0,"TRAIN",0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,4,5,5,2,-0.971391870464573,0.79703408008857
11,"1","2","1","2",0,1,1,0,1.16,0.52,0,0.32,0.38,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.16,0.48,0,0.32,0.43,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.16,0.45,0,0.29,0.4,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,0.93,0.45,0,0.29,0.4,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.01,0.45,0,0.32,0.4,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.01,0.48,0,0.29,0.34,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.01,0.45,0,0.38,0.43,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.16,0.48,0,0.38,0.45,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
11,"1","2","1","2",0,1,1,0,1.01,0.48,0,0.32,0.43,0,"SM",0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,4,5,4,4,3,-0.689287448691318,0.359842038545712
12,"1","3","0","2",0,1,1,0,1.31,0.66,0,0.36,0.42,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.31,0.62,0,0.36,0.5,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.31,0.59,0,0.32,0.48,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.1,0.59,0,0.32,0.48,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.17,0.59,0,0.36,0.45,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.17,0.62,0,0.32,0.38,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.17,0.59,0,0.43,0.48,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.31,0.62,0,0.43,0.49,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
12,"1","3","0","2",0,1,1,0,1.17,0.62,0,0.36,0.5,0,"SM",0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,3,4,5,4,3,-0.859923620867955,0.367887391741843
13,"1","3","1","1",0,1,1,0,1.68,0.86,0,0.37,0.4,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.29,0.89,0,0.28,0.32,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.68,0.93,0,0.28,0.32,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.42,0.93,0,0.28,0.32,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.42,0.93,0,0.31,0.34,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.29,0.93,0,0.31,0.34,0,"TRAIN",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.29,0.89,0,0.37,0.42,0,"TRAIN",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.29,0.86,0,0.31,0.36,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
13,"1","3","1","1",0,1,1,0,1.42,0.93,0,0.37,0.46,0,"SM",0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,3,4,5,4,2,-0.876914385162566,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.3,0.77,0.91,0.31,0.38,1,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.18,0.74,0.91,0.31,0.36,1.3,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.53,0.81,0.91,0.31,0.43,0.8,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.18,0.77,0.56,0.26,0.38,0.8,"TRAIN",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.53,0.77,0.7,0.23,0.28,1.3,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.3,0.74,0.7,0.23,0.35,0.8,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.18,0.81,0.56,0.31,0.43,1,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.18,0.81,0.7,0.23,0.29,1,"TRAIN",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
14,"1","3","1","2",0,1,1,1,1.53,0.74,0.56,0.26,0.32,1,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,2,2,4,4,5,4,2,-0.689287448691318,0.530741413928179
15,"1","3","1","2",0,1,1,0,1.11,0.41,0,0.26,0.31,0,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,3,5,4,5,1,-1.15901880693582,0.951842749078775
15,"1","3","1","2",0,1,1,0,1.11,0.48,0,0.2,0.26,0,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,3,5,4,5,1,-1.15901880693582,0.951842749078775
15,"1","3","1","2",0,1,1,0,0.9,0.44,0,0.2,0.24,0,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,3,5,4,5,1,-1.15901880693582,0.951842749078775
15,"1","3","1","2",0,1,1,0,0.97,0.48,0,0.2,0.26,0,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,3,5,4,5,1,-1.15901880693582,0.951842749078775
15,"1","3","1","2",0,1,1,0,0.97,0.48,0,0.22,0.26,0,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,3,5,4,5,1,-1.15901880693582,0.951842749078775
15,"1","3","1","2",0,1,1,0,0.9,0.48,0,0.22,0.26,0,"SM",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,3,5,4,5,1,-1.15901880693582,0.951842749078775
